"Perimetre","Nature","Date","Heures","Ech. physiques","Ech. comm. Angleterre","Ech. comm. Espagne","Ech. comm. Italie","Ech. comm. Suisse","Ech. comm. Allemagne-Belgique"
"France","Données définitives","6/22/2016","13:00","-7018","-1500","-1934","-2982","1121","-1856"
"France","Données définitives","6/22/2016","13:30","-7589","-1500","-1934","-2982","1121","-1856"
"France","Données définitives","6/22/2016","14:00","-7524","-841","-1995","-2982","1121","-1974"
"France","Données définitives","6/22/2016","14:30","-6929","-841","-1995","-2982","1121","-1974"
"France","Données définitives","6/22/2016","15:00","-7229","4","-1138","-2982","1121","-2596"
"France","Données définitives","6/22/2016","15:30","-6793","4","-1138","-2982","1121","-2596"
"France","Données définitives","6/22/2016","16:00","-7070","-1500","-1299","-2482","1077","-2972"
"France","Données définitives","6/22/2016","16:30","-7978","-1500","-1299","-2482","1077","-2972"
"France","Données définitives","6/22/2016","17:00","-8015","-1500","-1257","-2099","1077","-3939"
"France","Données définitives","6/22/2016","17:30","-8249","-1500","-1257","-2099","1077","-3939"
"France","Données définitives","6/22/2016","18:00","-8053","-1500","-820","-2208","1100","-3702"
"France","Données définitives","6/22/2016","18:30","-7959","-1500","-820","-2208","1100","-3702"
"France","Données définitives","6/22/2016","19:00","-7535","-1500","-75","-2760","802","-4098"
"France","Données définitives","6/22/2016","19:30","-8141","-1500","-75","-2760","802","-4098"
"France","Données définitives","6/22/2016","20:00","-8363","-1500","-1150","-2982","590","-3539"
"France","Données définitives","6/22/2016","20:30","-9450","-1500","-1150","-2982","590","-3539"
"France","Données définitives","6/22/2016","21:00","-9430","-1500","-2050","-2982","135","-3120"
"France","Données définitives","6/22/2016","21:30","-9834","-1500","-2050","-2982","135","-3120"
"France","Données définitives","6/22/2016","22:00","-9521","-1500","-1500","-2782","1152","-1227"
"France","Données définitives","6/22/2016","22:30","-7147","-1500","-1500","-2782","1152","-1127"
"France","Données définitives","6/22/2016","23:00","-5525","-1500","-2056","-2450","1152","-229"
"France","Données définitives","6/22/2016","23:30","-5775","-1500","-2056","-2450","1152","-229"
"France","Données définitives","6/23/2016","0:00","-5872","-1401","-2400","-2750","431","-393"
"France","Données définitives","6/23/2016","0:30","-7048","-1401","-2400","-2750","431","-318"
"France","Données définitives","6/23/2016","1:00","-7520","-1401","-1350","-2550","416","-1023"
"France","Données définitives","6/23/2016","1:30","-6726","-1401","-1350","-2550","416","-948"
"France","Données définitives","6/23/2016","2:00","-6723","-1401","-1350","-2143","269","-1456"
"France","Données définitives","6/23/2016","2:30","-6948","-1401","-1350","-2143","269","-1381"
"France","Données définitives","6/23/2016","3:00","-7312","-1401","-1350","-2339","-825","-2816"
"France","Données définitives","6/23/2016","3:30","-9319","-1401","-1350","-2339","-825","-2741"
"France","Données définitives","6/23/2016","4:00","-9824","-1401","-1350","-2330","-904","-4343"
"France","Données définitives","6/23/2016","4:30","-10734","-1401","-1350","-2330","-904","-4418"
"France","Données définitives","6/23/2016","5:00","-10619","-1401","-1350","-2359","-609","-3356"
"France","Données définitives","6/23/2016","5:30","-9380","-1401","-1350","-2359","-609","-3431"
"France","Données définitives","6/23/2016","6:00","-9664","-1401","-1250","-2392","106","-2223"
"France","Données définitives","6/23/2016","6:30","-8796","-1401","-1250","-2392","106","-2298"
"France","Données définitives","6/23/2016","7:00","-7661","-1401","-2359","-2782","976","-1304"
"France","Données définitives","6/23/2016","7:30","-7423","-1401","-2359","-2782","976","-1379"
"France","Données définitives","6/23/2016","8:00","-7089","-1500","-2000","-2827","1106","-764"
"France","Données définitives","6/23/2016","8:30","-6170","-1500","-2000","-2827","1106","-764"
"France","Données définitives","6/23/2016","9:00","-6177","-1500","-2200","-2797","1106","-658"
"France","Données définitives","6/23/2016","9:30","-6186","-1500","-2200","-2797","1106","-658"
"France","Données définitives","6/23/2016","10:00","-6037","-1500","-1700","-2525","1106","-174"
"France","Données définitives","6/23/2016","10:30","-5570","-1500","-1700","-2525","1106","-174"
"France","Données définitives","6/23/2016","11:00","-5252","-1500","-1484","-2582","1116","-366"
"France","Données définitives","6/23/2016","11:30","-5266","-1500","-1484","-2582","1116","-366"
"France","Données définitives","6/23/2016","12:00","-5098","-1500","-1459","-2192","1121","-220"
"France","Données définitives","6/23/2016","12:30","-5117","-1500","-1459","-2192","1121","-220"
"France","Données définitives","6/23/2016","13:00","-4978","-1500","-1500","-2187","1121","-352"
"France","Données définitives","6/23/2016","13:30","-5381","-1500","-1500","-2187","1121","-352"
"France","Données définitives","6/23/2016","14:00","-5204","-1500","-1750","-2482","1121","-279"
"France","Données définitives","6/23/2016","14:30","-4879","-1500","-1750","-2482","1121","-279"
"France","Données définitives","6/23/2016","15:00","-5320","-1000","-982","-2782","1121","-19"
"France","Données définitives","6/23/2016","15:30","-4574","-1000","-982","-2782","1121","-19"
"France","Données définitives","6/23/2016","16:00","-4698","-1000","-1152","-2740","1121","-911"
"France","Données définitives","6/23/2016","16:30","-5451","-1000","-1152","-2740","1121","-911"
"France","Données définitives","6/23/2016","17:00","-5349","-2000","-1436","-2311","1121","-557"
"France","Données définitives","6/23/2016","17:30","-5798","-2000","-1436","-2311","1121","-557"
"France","Données définitives","6/23/2016","18:00","-5203","-2000","-836","-1862","1121","-160"
"France","Données définitives","6/23/2016","18:30","-4181","-2000","-836","-1862","1121","-160"
"France","Données définitives","6/23/2016","19:00","-4327","-2000","-436","-2443","1121","-177"
"France","Données définitives","6/23/2016","19:30","-4298","-2000","-436","-2443","1121","-177"
"France","Données définitives","6/23/2016","20:00","-4969","-2000","-1858","-2807","1121","-657"
"France","Données définitives","6/23/2016","20:30","-6580","-2000","-1858","-2807","1121","-657"
"France","Données définitives","6/23/2016","21:00","-7137","-2000","-1347","-2982","1113","-1931"
"France","Données définitives","6/23/2016","21:30","-7860","-2000","-1347","-2982","1113","-1931"
"France","Données définitives","6/23/2016","22:00","-7262","-2000","-462","-2982","1152","220"
"France","Données définitives","6/23/2016","22:30","-5395","-2000","-462","-2982","1152","220"
"France","Données définitives","6/23/2016","23:00","-4447","-2000","-1116","-2600","1152","1436"
"France","Données définitives","6/23/2016","23:30","-3835","-2000","-1116","-2600","1152","1436"
"France","Données définitives","6/24/2016","0:00","-4237","-1901","-2400","-2718","1022","822"
"France","Données définitives","6/24/2016","0:30","-6538","-1901","-2400","-2718","1022","822"
"France","Données définitives","6/24/2016","1:00","-7173","-1901","-1350","-2750","645","-808"
"France","Données définitives","6/24/2016","1:30","-7054","-1901","-1350","-2750","645","-808"
"France","Données définitives","6/24/2016","2:00","-6952","-1901","-1350","-2750","841","-1407"
"France","Données définitives","6/24/2016","2:30","-7476","-1901","-1350","-2750","841","-1407"
"France","Données définitives","6/24/2016","3:00","-7321","-1901","-1350","-2750","-275","-2028"
"France","Données définitives","6/24/2016","3:30","-8590","-1901","-1350","-2750","-275","-2028"
"France","Données définitives","6/24/2016","4:00","-8929","-1901","-1350","-2750","-109","-2111"
"France","Données définitives","6/24/2016","4:30","-8588","-1901","-1350","-2750","-109","-2111"
"France","Données définitives","6/24/2016","5:00","-8708","-1901","-1350","-2750","302","-1743"
"France","Données définitives","6/24/2016","5:30","-8003","-1901","-1350","-2750","302","-1843"
"France","Données définitives","6/24/2016","6:00","-8423","-1901","-1350","-2700","980","-2442"
"France","Données définitives","6/24/2016","6:30","-8045","-1901","-1350","-2700","980","-2542"
"France","Données définitives","6/24/2016","7:00","-7674","-1801","-1650","-2514","1191","-1174"
"France","Données définitives","6/24/2016","7:30","-6851","-1801","-1650","-2514","1191","-1174"
"France","Données définitives","6/24/2016","8:00","-6462","-2000","-975","-2714","958","-177"
"France","Données définitives","6/24/2016","8:30","-5681","-2000","-975","-2714","958","-177"
"France","Données définitives","6/24/2016","9:00","-5204","-2000","194","-2606","1202","-991"
"France","Données définitives","6/24/2016","9:30","-4617","-2000","194","-2606","1202","-991"
"France","Données définitives","6/24/2016","10:00","-4662","-2000","140","-2710","1202","-1430"
"France","Données définitives","6/24/2016","10:30","-5348","-2000","140","-2710","1202","-1430"
"France","Données définitives","6/24/2016","11:00","-5298","-2000","205","-2714","1207","-1388"
"France","Données définitives","6/24/2016","11:30","-5136","-2000","205","-2714","1207","-1388"
"France","Données définitives","6/24/2016","12:00","-4858","-2000","-518","-2714","1230","-496"
"France","Données définitives","6/24/2016","12:30","-5370","-2000","-518","-2714","1230","-496"
"France","Données définitives","6/24/2016","13:00","-5073","-2000","-1532","-2714","1230","-217"
"France","Données définitives","6/24/2016","13:30","-5518","-2000","-1532","-2714","1230","-217"
"France","Données définitives","6/24/2016","14:00","-5661","-2000","-1582","-2714","1230","718"
"France","Données définitives","6/24/2016","14:30","-4866","-2000","-1582","-2714","1230","718"
"France","Données définitives","6/24/2016","15:00","-5178","-2000","-1572","-2714","1230","-21"
"France","Données définitives","6/24/2016","15:30","-5786","-2000","-1572","-2714","1230","-137"
"France","Données définitives","6/24/2016","16:00","-5661","-2000","-1112","-2714","1015","-1359"
"France","Données définitives","6/24/2016","16:30","-6537","-2000","-1112","-2714","1015","-1359"
"France","Données définitives","6/24/2016","17:00","-6603","-2000","-1611","-2714","1230","-1354"
"France","Données définitives","6/24/2016","17:30","-6877","-2000","-1611","-2714","1230","-1381"
"France","Données définitives","6/24/2016","18:00","-6970","-2000","-1520","-2714","1230","-1691"
"France","Données définitives","6/24/2016","18:30","-7088","-2000","-1520","-2714","1230","-1791"
"France","Données définitives","6/24/2016","19:00","-7016","-2000","-1014","-2714","1230","-2846"
"France","Données définitives","6/24/2016","19:30","-7985","-2000","-1014","-2714","1230","-2946"
"France","Données définitives","6/24/2016","20:00","-8204","-2000","-2178","-2714","1186","-3200"
"France","Données définitives","6/24/2016","20:30","-9465","-2000","-2178","-2714","1186","-3100"
"France","Données définitives","6/24/2016","21:00","-9580","-2000","-1806","-2714","1230","-2990"
"France","Données définitives","6/24/2016","21:30","-8832","-2000","-1806","-2714","1230","-2990"
"France","Données définitives","6/24/2016","22:00","-8603","-2000","-1930","-2714","1212","-901"
"France","Données définitives","6/24/2016","22:30","-7152","-2000","-1930","-2714","1212","-901"
"France","Données définitives","6/24/2016","23:00","-6524","-2000","-1743","-2580","1212","-443"
"France","Données définitives","6/24/2016","23:30","-6358","-2000","-1743","-2580","1212","-443"
"France","Données définitives","6/25/2016","0:00","-6320","-1506","-1675","-2729","-71","-693"
"France","Données définitives","6/25/2016","0:30","-7527","-1506","-1675","-2729","-71","-693"
"France","Données définitives","6/25/2016","1:00","-8169","-1506","-1550","-2729","-1039","-1473"
"France","Données définitives","6/25/2016","1:30","-8977","-1506","-1550","-2729","-1039","-1473"
"France","Données définitives","6/25/2016","2:00","-9227","-1506","-1200","-2729","-1607","-1855"
"France","Données définitives","6/25/2016","2:30","-9679","-1506","-1200","-2729","-1607","-1855"
"France","Données définitives","6/25/2016","3:00","-9720","-1506","-1200","-2729","-2888","-2243"
"France","Données définitives","6/25/2016","3:30","-10906","-1506","-1200","-2729","-2888","-2243"
"France","Données définitives","6/25/2016","4:00","-11118","-1506","-1200","-2729","-2888","-2567"
"France","Données définitives","6/25/2016","4:30","-11303","-1506","-1200","-2729","-2888","-2567"
"France","Données définitives","6/25/2016","5:00","-11065","-1506","-1200","-2729","-2888","-2815"
"France","Données définitives","6/25/2016","5:30","-11264","-1506","-1200","-2729","-2888","-2815"
"France","Données définitives","6/25/2016","6:00","-11447","-1506","-1200","-2729","-2870","-2867"
"France","Données définitives","6/25/2016","6:30","-11581","-1506","-1200","-2729","-2870","-2867"
"France","Données définitives","6/25/2016","7:00","-11308","-1506","-1200","-2700","-2870","-2272"
"France","Données définitives","6/25/2016","7:30","-10845","-1506","-1200","-2700","-2870","-2272"
"France","Données définitives","6/25/2016","8:00","-10699","-1506","-1850","-2700","-2898","-1570"
"France","Données définitives","6/25/2016","8:30","-10736","-1506","-1850","-2700","-2898","-1570"
"France","Données définitives","6/25/2016","9:00","-10833","-2000","-1850","-2559","-2783","-501"
"France","Données définitives","6/25/2016","9:30","-10260","-2000","-1850","-2559","-2783","-501"
"France","Données définitives","6/25/2016","10:00","-10111","-2000","-1850","-1867","-1592","-1040"
"France","Données définitives","6/25/2016","10:30","-9134","-2000","-1850","-1867","-1592","-1040"
"France","Données définitives","6/25/2016","11:00","-9173","-2000","-1800","-1867","-1051","-1138"
"France","Données définitives","6/25/2016","11:30","-8703","-2000","-1800","-1867","-1051","-1138"
"France","Données définitives","6/25/2016","12:00","-8768","-2000","-1850","-1099","-608","-2037"
"France","Données définitives","6/25/2016","12:30","-8135","-2000","-1850","-1099","-608","-2037"
"France","Données définitives","6/25/2016","13:00","-8094","-2000","-1850","-1867","-859","-1581"
"France","Données définitives","6/25/2016","13:30","-8524","-2000","-1850","-1867","-859","-1581"
"France","Données définitives","6/25/2016","14:00","-8842","-2000","-1850","-1867","-2121","-1298"
"France","Données définitives","6/25/2016","14:30","-9409","-2000","-1850","-1867","-2121","-1298"
"France","Données définitives","6/25/2016","15:00","-9695","-2000","-1850","-1867","-2773","-1111"
"France","Données définitives","6/25/2016","15:30","-9960","-2000","-1850","-1867","-2773","-1111"
"France","Données définitives","6/25/2016","16:00","-10542","-2000","-1850","-1867","-2870","-1537"
"France","Données définitives","6/25/2016","16:30","-10541","-2000","-1850","-1867","-2870","-1612"
"France","Données définitives","6/25/2016","17:00","-10861","-2000","-1850","-2559","-2870","-2074"
"France","Données définitives","6/25/2016","17:30","-11606","-2000","-1850","-2559","-2870","-2149"
"France","Données définitives","6/25/2016","18:00","-11692","-2000","-1850","-2700","-2763","-1362"
"France","Données définitives","6/25/2016","18:30","-11422","-2000","-1850","-2700","-2763","-1362"
"France","Données définitives","6/25/2016","19:00","-10814","-2000","-1850","-2700","-2893","-1686"
"France","Données définitives","6/25/2016","19:30","-11109","-2000","-1850","-2700","-2893","-1686"
"France","Données définitives","6/25/2016","20:00","-11132","-2000","-1850","-2700","-2876","-1312"
"France","Données définitives","6/25/2016","20:30","-11308","-2000","-1850","-2700","-2876","-1312"
"France","Données définitives","6/25/2016","21:00","-11297","-2000","-1850","-2700","-2870","-1319"
"France","Données définitives","6/25/2016","21:30","-11289","-2000","-1850","-2700","-2870","-1319"
"France","Données définitives","6/25/2016","22:00","-10662","-2000","-1850","-2700","-711","-576"
"France","Données définitives","6/25/2016","22:30","-8951","-2000","-1850","-2700","-711","-501"
"France","Données définitives","6/25/2016","23:00","-8018","-2000","-1850","-2729","233","-124"
"France","Données définitives","6/25/2016","23:30","-7202","-2000","-1850","-2729","308","-124"
"France","Données définitives","6/26/2016","0:00","-7022","-1506","-1850","-2545","-557","-747"
"France","Données définitives","6/26/2016","0:30","-8051","-1506","-1850","-2545","-557","-747"
"France","Données définitives","6/26/2016","1:00","-8813","-1506","-1200","-2545","-982","-2295"
"France","Données définitives","6/26/2016","1:30","-8764","-1506","-1200","-2545","-982","-2295"
"France","Données définitives","6/26/2016","2:00","-8393","-1506","-1200","-2545","-2860","-620"
"France","Données définitives","6/26/2016","2:30","-8972","-1506","-1200","-2545","-2860","-620"
"France","Données définitives","6/26/2016","3:00","-9159","-1506","-1200","-2545","-2848","-1511"
"France","Données définitives","6/26/2016","3:30","-9772","-1506","-1200","-2545","-2848","-1511"
"France","Données définitives","6/26/2016","4:00","-9869","-1506","-1200","-2502","-2594","-1700"
"France","Données définitives","6/26/2016","4:30","-9797","-1506","-1200","-2502","-2594","-1700"
"France","Données définitives","6/26/2016","5:00","-9855","-1506","-1200","-1872","-2389","-2830"
"France","Données définitives","6/26/2016","5:30","-10038","-1506","-1200","-1872","-2389","-2830"
"France","Données définitives","6/26/2016","6:00","-10059","-1506","-1200","-1872","-2071","-2914"
"France","Données définitives","6/26/2016","6:30","-9718","-1506","-1200","-1872","-2071","-2914"
"France","Données définitives","6/26/2016","7:00","-9854","-1506","-1200","-1867","-1796","-2478"
"France","Données définitives","6/26/2016","7:30","-9096","-1506","-1200","-1867","-1796","-2478"
"France","Données définitives","6/26/2016","8:00","-8945","-1506","-1200","-1867","-2202","-1341"
"France","Données définitives","6/26/2016","8:30","-8106","-1506","-1200","-1867","-2202","-1341"
"France","Données définitives","6/26/2016","9:00","-8235","-2000","-1200","-1680","-2225","-569"
"France","Données définitives","6/26/2016","9:30","-7929","-2000","-1200","-1680","-2225","-569"
"France","Données définitives","6/26/2016","10:00","-7778","-2000","-1200","-1120","-1304","-630"
"France","Données définitives","6/26/2016","10:30","-6731","-2000","-1200","-1120","-1304","-630"
"France","Données définitives","6/26/2016","11:00","-6952","-2000","-1100","-1120","-1262","-1378"
"France","Données définitives","6/26/2016","11:30","-7338","-2000","-1100","-1120","-1262","-1378"
"France","Données définitives","6/26/2016","12:00","-7260","-2000","-1150","-1120","-515","-2063"
"France","Données définitives","6/26/2016","12:30","-7169","-2000","-1150","-1120","-515","-2063"
"France","Données définitives","6/26/2016","13:00","-7058","-2000","-1200","-1120","-536","-1499"
"France","Données définitives","6/26/2016","13:30","-6762","-2000","-1200","-1120","-536","-1499"
"France","Données définitives","6/26/2016","14:00","-6655","-2000","-1200","-1120","-1157","-1042"
"France","Données définitives","6/26/2016","14:30","-6946","-2000","-1200","-1120","-1157","-1042"
"France","Données définitives","6/26/2016","15:00","-7053","-2000","-1200","-1120","-1616","-1530"
"France","Données définitives","6/26/2016","15:30","-7477","-2000","-1200","-1120","-1616","-1530"
"France","Données définitives","6/26/2016","16:00","-8005","-2000","-1200","-1120","-2888","-1808"
"France","Données définitives","6/26/2016","16:30","-9494","-2000","-1200","-1120","-2888","-1808"
"France","Données définitives","6/26/2016","17:00","-9553","-2000","-1200","-1680","-2888","-2926"
"France","Données définitives","6/26/2016","17:30","-11176","-2000","-1200","-1680","-2888","-2926"
"France","Données définitives","6/26/2016","18:00","-11257","-2000","-1850","-2353","-2886","-2759"
"France","Données définitives","6/26/2016","18:30","-12248","-2000","-1850","-2353","-2886","-2759"
"France","Données définitives","6/26/2016","19:00","-12026","-2000","-1850","-2470","-2865","-2734"
"France","Données définitives","6/26/2016","19:30","-11819","-2000","-1850","-2470","-2865","-2734"
"France","Données définitives","6/26/2016","20:00","-11993","-2000","-1850","-2470","-2888","-2294"
"France","Données définitives","6/26/2016","20:30","-11875","-2000","-1850","-2470","-2888","-2294"
"France","Données définitives","6/26/2016","21:00","-11941","-2000","-1850","-2470","-2888","-2385"
"France","Données définitives","6/26/2016","21:30","-11990","-2000","-1850","-2470","-2888","-2385"
"France","Données définitives","6/26/2016","22:00","-11779","-2000","-1850","-2470","-1130","-2071"
"France","Données définitives","6/26/2016","22:30","-10171","-2000","-1850","-2470","-1130","-2071"
"France","Données définitives","6/26/2016","23:00","-9655","-2000","-1850","-2370","-643","-740"
"France","Données définitives","6/26/2016","23:30","-8376","-2000","-1850","-2370","-643","-740"
"France","Données définitives","6/27/2016","0:00","-8057","-1506","-1850","-2565","222","-3083"
"France","Données définitives","6/27/2016","0:30","-9542","-1506","-1850","-2565","222","-3083"
"France","Données définitives","6/27/2016","1:00","-10081","-814","-1200","-2483","-1592","-3986"
"France","Données définitives","6/27/2016","1:30","-10453","-814","-1200","-2483","-1592","-3986"
"France","Données définitives","6/27/2016","2:00","-10676","-814","-1200","-2227","-2788","-4175"
"France","Données définitives","6/27/2016","2:30","-11776","-814","-1200","-2227","-2788","-4175"
"France","Données définitives","6/27/2016","3:00","-11552","-814","-1200","-2585","-2888","-3838"
"France","Données définitives","6/27/2016","3:30","-11637","-814","-1200","-2585","-2888","-3838"
"France","Données définitives","6/27/2016","4:00","-11767","-814","-1200","-2585","-2888","-4507"
"France","Données définitives","6/27/2016","4:30","-12247","-814","-1200","-2585","-2888","-4507"
"France","Données définitives","6/27/2016","5:00","-12299","-814","-1200","-2585","-2888","-4703"
"France","Données définitives","6/27/2016","5:30","-12284","-814","-1200","-2585","-2888","-4703"
"France","Données définitives","6/27/2016","6:00","-12423","-814","-1200","-2585","-2771","-3302"
"France","Données définitives","6/27/2016","6:30","-11623","-814","-1200","-2585","-2771","-3302"
"France","Données définitives","6/27/2016","7:00","-10917","-1000","-1850","-2179","-785","-2649"
"France","Données définitives","6/27/2016","7:30","-9155","-1000","-1850","-2179","-785","-2649"
"France","Données définitives","6/27/2016","8:00","-8573","-1500","-1850","-2179","993","-2980"
"France","Données définitives","6/27/2016","8:30","-8171","-1500","-1850","-2179","993","-2980"
"France","Données définitives","6/27/2016","9:00","-7621","-1500","-1850","-2179","1029","-2140"
"France","Données définitives","6/27/2016","9:30","-6737","-1500","-1850","-2179","1029","-2140"
"France","Données définitives","6/27/2016","10:00","-6547","-1500","-1850","-2179","906","-1199"
"France","Données définitives","6/27/2016","10:30","-6190","-1500","-1850","-2179","906","-1199"
"France","Données définitives","6/27/2016","11:00","-6103","-1500","-1850","-2179","1062","-889"
"France","Données définitives","6/27/2016","11:30","-6203","-1500","-1850","-2179","1062","-889"
"France","Données définitives","6/27/2016","12:00","-5724","-1500","-1850","-2179","785","-884"
"France","Données définitives","6/27/2016","12:30","-6055","-1500","-1850","-2179","785","-884"
"France","Données définitives","6/27/2016","13:00","-5938","-1500","-1850","-2179","1199","-1118"
"France","Données définitives","6/27/2016","13:30","-5837","-1500","-1850","-2179","1199","-1118"
"France","Données définitives","6/27/2016","14:00","-5655","-1500","-1850","-2179","1230","-1305"
"France","Données définitives","6/27/2016","14:30","-5966","-1500","-1850","-2179","1230","-1305"
"France","Données définitives","6/27/2016","15:00","-5921","-1500","-1850","-2179","1230","-2187"
"France","Données définitives","6/27/2016","15:30","-6623","-1500","-1850","-2179","1230","-2187"
"France","Données définitives","6/27/2016","16:00","-6923","-1500","-1850","-2179","1205","-2238"
"France","Données définitives","6/27/2016","16:30","-7287","-1500","-1850","-2179","1205","-2238"
"France","Données définitives","6/27/2016","17:00","-7236","-1500","-1850","-2182","1168","-3048"
"France","Données définitives","6/27/2016","17:30","-8076","-1500","-1850","-2182","1168","-3085"
"France","Données définitives","6/27/2016","18:00","-8301","-1500","-1850","-2182","1205","-3378"
"France","Données définitives","6/27/2016","18:30","-8475","-1500","-1850","-2182","1205","-3395"
"France","Données définitives","6/27/2016","19:00","-8107","-1500","-1849","-2142","1036","-3615"
"France","Données définitives","6/27/2016","19:30","-8311","-1500","-1849","-2142","1036","-3615"
"France","Données définitives","6/27/2016","20:00","-8899","-1500","-1850","-2182","946","-4531"
"France","Données définitives","6/27/2016","20:30","-10086","-1500","-1850","-2182","946","-4531"
"France","Données définitives","6/27/2016","21:00","-10036","-1500","-1850","-2182","729","-5110"
"France","Données définitives","6/27/2016","21:30","-10188","-1500","-1850","-2182","729","-5110"
"France","Données définitives","6/27/2016","22:00","-10040","-1500","-1850","-2182","758","-3057"
"France","Données définitives","6/27/2016","22:30","-8144","-1500","-1850","-2182","758","-3057"
"France","Données définitives","6/27/2016","23:00","-7498","-1500","-1799","-2115","1019","-2520"
"France","Données définitives","6/27/2016","23:30","-7273","-1500","-1799","-2115","1019","-2520"
"France","Données définitives","6/28/2016","0:00","-7325","-1203","-1850","-2369","907","-2273"
"France","Données définitives","6/28/2016","0:30","-7693","-1203","-1850","-2369","907","-2273"
"France","Données définitives","6/28/2016","1:00","-8492","-1203","-1200","-2369","650","-3327"
"France","Données définitives","6/28/2016","1:30","-8458","-1203","-1200","-2369","650","-3327"
"France","Données définitives","6/28/2016","2:00","-8564","-1203","-1200","-2369","-888","-3215"
"France","Données définitives","6/28/2016","2:30","-9174","-1203","-1200","-2369","-888","-3315"
"France","Données définitives","6/28/2016","3:00","-10019","-1203","-1200","-2369","-2370","-3660"
"France","Données définitives","6/28/2016","3:30","-11111","-1203","-1200","-2369","-2370","-3660"
"France","Données définitives","6/28/2016","4:00","-11204","-1203","-1200","-2369","-2530","-3961"
"France","Données définitives","6/28/2016","4:30","-11465","-1203","-1200","-2369","-2530","-4061"
"France","Données définitives","6/28/2016","5:00","-11483","-1203","-1200","-2369","-1504","-3930"
"France","Données définitives","6/28/2016","5:30","-10394","-1203","-1200","-2369","-1504","-4030"
"France","Données définitives","6/28/2016","6:00","-10489","-1203","-1200","-2369","-2026","-2907"
"France","Données définitives","6/28/2016","6:30","-10554","-1203","-1200","-2369","-2026","-3007"
"France","Données définitives","6/28/2016","7:00","-9839","-1203","-1850","-1534","-1087","-2294"
"France","Données définitives","6/28/2016","7:30","-8203","-1203","-1850","-1534","-1087","-2294"
"France","Données définitives","6/28/2016","8:00","-8000","-1137","-1750","-2243","1202","-4239"
"France","Données définitives","6/28/2016","8:30","-8391","-1137","-1750","-2243","1202","-4139"
"France","Données définitives","6/28/2016","9:00","-7733","-1500","-1750","-2174","1192","-2923"
"France","Données définitives","6/28/2016","9:30","-7234","-1500","-1750","-2174","1192","-2923"
"France","Données définitives","6/28/2016","10:00","-6955","-1500","-1750","-2003","1202","-2832"
"France","Données définitives","6/28/2016","10:30","-6768","-1500","-1750","-2003","1202","-2832"
"France","Données définitives","6/28/2016","11:00","-7071","-1500","-1750","-1499","1207","-2112"
"France","Données définitives","6/28/2016","11:30","-6080","-1500","-1750","-1499","1207","-2112"
"France","Données définitives","6/28/2016","12:00","-5489","-1500","-1750","-1401","1230","-1394"
"France","Données définitives","6/28/2016","12:30","-5185","-1500","-1750","-1401","1230","-1394"
"France","Données définitives","6/28/2016","13:00","-5198","-1500","-1750","-1247","1230","-2010"
"France","Données définitives","6/28/2016","13:30","-5666","-1500","-1750","-1247","1230","-2010"
"France","Données définitives","6/28/2016","14:00","-5394","-1030","-1750","-2361","1230","-1694"
"France","Données définitives","6/28/2016","14:30","-5630","-1030","-1750","-2361","1230","-1694"
"France","Données définitives","6/28/2016","15:00","-5570","-1030","-1750","-2561","930","-2248"
"France","Données définitives","6/28/2016","15:30","-6814","-1030","-1750","-2561","930","-2248"
"France","Données définitives","6/28/2016","16:00","-7213","-1200","-1750","-2386","790","-4456"
"France","Données définitives","6/28/2016","16:30","-8717","-1200","-1750","-2386","790","-4456"
"France","Données définitives","6/28/2016","17:00","-8835","-1500","-1750","-2251","1205","-4707"
"France","Données définitives","6/28/2016","17:30","-9209","-1500","-1750","-2251","1205","-4707"
"France","Données définitives","6/28/2016","18:00","-9325","-1500","-1750","-2211","673","-4895"
"France","Données définitives","6/28/2016","18:30","-9636","-1500","-1750","-2211","673","-4995"
"France","Données définitives","6/28/2016","19:00","-9604","-1500","-1750","-2311","951","-4704"
"France","Données définitives","6/28/2016","19:30","-9444","-1500","-1750","-2311","951","-4704"
"France","Données définitives","6/28/2016","20:00","-9489","-1500","-1750","-2309","1025","-5419"
"France","Données définitives","6/28/2016","20:30","-10234","-1500","-1750","-2309","1025","-5419"
"France","Données définitives","6/28/2016","21:00","-10168","-1500","-1850","-2395","584","-5578"
"France","Données définitives","6/28/2016","21:30","-10779","-1500","-1850","-2395","584","-5578"
"France","Données définitives","6/28/2016","22:00","-10288","-1500","-1850","-2364","1082","-3449"
"France","Données définitives","6/28/2016","22:30","-8300","-1500","-1850","-2364","1082","-3342"
"France","Données définitives","6/28/2016","23:00","-7767","-1500","-1850","-2373","1012","-1278"
"France","Données définitives","6/28/2016","23:30","-6372","-1500","-1850","-2373","1012","-1278"
"France","Données définitives","6/29/2016","0:00","-6049","-1401","-1850","-2055","819","-2879"
"France","Données définitives","6/29/2016","0:30","-7577","-1401","-1850","-2055","819","-2879"
"France","Données définitives","6/29/2016","1:00","-8328","-1401","-1200","-2055","278","-4092"
"France","Données définitives","6/29/2016","1:30","-9033","-1401","-1200","-2055","278","-3917"
"France","Données définitives","6/29/2016","2:00","-9161","-1401","-1200","-2055","-1351","-3769"
"France","Données définitives","6/29/2016","2:30","-9976","-1401","-1200","-2055","-1351","-3694"
"France","Données définitives","6/29/2016","3:00","-10029","-1401","-1200","-2055","-2129","-3463"
"France","Données définitives","6/29/2016","3:30","-10372","-1401","-1200","-2055","-2129","-3463"
