"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","6/29/2016","11:30","151","540","2517","38258","1297","2952","9869","-19","950"
"France","6/29/2016","12:00","151","675","2628","38302","1386","3246","10067","-20","938"
"France","6/29/2016","12:30","151","576","2866","38203","1511","3305","9817","-35","965"
"France","6/29/2016","13:00","151","539","2860","38164","1621","3450","9877","-36","975"
"France","6/29/2016","13:30","151","539","2606","38244","1729","3521","9050","-38","978"
"France","6/29/2016","14:00","151","539","2514","38289","1892","3446","8872","-51","984"
"France","6/29/2016","14:30","151","541","2545","38290","1996","3388","8895","-49","978"
"France","6/29/2016","15:00","151","538","2467","38202","2163","3262","8454","-62","970"
"France","6/29/2016","15:30","158","664","2580","38309","2308","2958","8366","-92","960"
"France","6/29/2016","16:00","151","612","2373","38271","2278","2837","8662","-281","958"
"France","6/29/2016","16:30","150","539","2205","38342","2260","2564","8832","-288","998"
"France","6/29/2016","17:00","152","606","2269","38306","2263","2303","8942","-605","1008"
"France","6/29/2016","17:30","151","606","2351","38289","2235","1962","9040","-567","1011"
"France","6/29/2016","18:00","152","653","2393","38398","2212","1644","9249","-400","1019"
"France","6/29/2016","18:30","150","612","2424","38412","2017","1397","9516","-39","1027"
"France","6/29/2016","19:00","150","605","2556","38542","1893","1038","10489","-39","1025"
"France","6/29/2016","19:30","151","611","2626","38696","1883","726","11362","-40","1027"
"France","6/29/2016","20:00","151","599","2620","38674","1748","428","11072","-39","1026"
"France","6/29/2016","20:30","151","586","2473","38737","1788","243","10792","-13","1022"
"France","6/29/2016","21:00","151","547","2469","38649","1838","120","9913","-13","1025"
"France","6/29/2016","21:30","152","599","2351","38770","1972","23","10293","-13","1028"
"France","6/29/2016","22:00","151","611","2352","38791","2069","0","9359","-25","1022"
"France","6/29/2016","22:30","151","538","2602","38519","2052","0","9407","-202","1019"
"France","6/29/2016","23:00","151","613","2614","38816","2127","0","10774","-201","1023"
"France","6/29/2016","23:30","152","508","1886","38751","2205","0","9194","-202","1017"
"France","6/30/2016","0:00","151","512","1644","38711","2287","0","8328","-36","1022"
"France","6/30/2016","0:30","151","577","1044","38310","2406","0","8489","-421","1028"
"France","6/30/2016","1:00","152","409","1000","37067","2401","0","7998","-1559","1035"
"France","6/30/2016","1:30","152","464","1049","36409","2468","0","8692","-1977","1044"
"France","6/30/2016","2:00","151","444","1035","36359","2508","0","8587","-2121","1044"
"France","6/30/2016","2:30","149","492","1080","36632","2461","0","8858","-1717","1044"
"France","6/30/2016","3:00","150","440","1027","36386","2378","0","8089","-1717","1046"
"France","6/30/2016","3:30","150","484","1072","36630","2280","0","8469","-1549","1041"
"France","6/30/2016","4:00","146","429","1006","37096","2166","0","8003","-1580","1042"
"France","6/30/2016","4:30","141","426","994","37480","2085","0","7947","-1886","1047"
"France","6/30/2016","5:00","142","419","992","37974","1985","0","7965","-2156","1045"
"France","6/30/2016","5:30","142","420","999","38209","1954","0","8017","-2155","1041"
"France","6/30/2016","6:00","142","452","1027","38338","1861","0","8247","-2145","1040"
"France","6/30/2016","6:30","143","433","1141","38567","1881","7","8410","-1693","1046"
"France","6/30/2016","7:00","144","453","1308","38851","1860","86","8714","-124","1041"
"France","6/30/2016","7:30","142","456","2031","39223","1871","252","9430","-42","1037"
"France","6/30/2016","8:00","142","629","2293","39626","1809","506","10569","-42","1039"
"France","6/30/2016","8:30","143","601","2368","39572","1795","814","10733","-41","1031"
"France","6/30/2016","9:00","147","634","2585","39588","1836","1185","10891","-37","1019"
"France","6/30/2016","9:30","143","583","2994","39513","1983","1568","10579","-36","1004"
"France","6/30/2016","10:00","145","591","2979","39593","2054","1911","10575","-36","1005"
"France","6/30/2016","10:30","143","668","3061","39663","2162","2219","11158","-13","993"
"France","6/30/2016","11:00","141","661","3054","39617","2253","2446","11182","-13","991"
"France","6/30/2016","11:30","638","583","3034","39311","2265","2683","10570","-13","1005"
"France","6/30/2016","12:00","656","598","3073","39203","2389","2930","10680","-13","1020"
"France","6/30/2016","12:30","663","579","3017","39163","2449","3173","10123","-13","1004"
"France","6/30/2016","13:00","668","595","2999","39165","2499","3262","10202","-13","1000"
"France","6/30/2016","13:30","667","618","2976","39157","2573","3245","9738","-13","988"
"France","6/30/2016","14:00","668","617","2969","39052","2738","3372","9442","-24","989"
"France","6/30/2016","14:30","667","662","3066","39150","2769","3346","9723","-55","1009"
"France","6/30/2016","15:00","665","643","3023","39042","2873","3342","9093","-49","994"
"France","6/30/2016","15:30","665","595","2926","38941","2916","3322","8784","-49","987"
"France","6/30/2016","16:00","528","589","2903","38868","2940","3156","8441","-52","990"
"France","6/30/2016","16:30","151","611","2931","38916","2989","2988","8537","-83","999"
"France","6/30/2016","17:00","144","626","2911","38860","2972","2793","8442","-107","1005"
"France","6/30/2016","17:30","142","614","2892","38927","2908","2531","9014","-94","1011"
"France","6/30/2016","18:00","142","621","2898","38972","2830","2241","9274","-95","1016"
"France","6/30/2016","18:30","143","616","3133","38996","2749","1826","9709","-94","1016"
"France","6/30/2016","19:00","144","642","3165","39092","2449","1434","10645","-41","1019"
"France","6/30/2016","19:30","144","614","3175","39177","2237","1043","11126","-41","1021"
"France","6/30/2016","20:00","144","588","3146","39328","2126","668","10801","-41","1029"
"France","6/30/2016","20:30","144","583","3123","39327","1983","353","10354","-31","1034"
"France","6/30/2016","21:00","143","539","3186","39364","1896","149","9686","-30","1034"
"France","6/30/2016","21:30","149","588","3023","39389","1877","28","9570","-30","1040"
"France","6/30/2016","22:00","152","569","3002","39404","1949","0","9401","-38","1041"
"France","6/30/2016","22:30","150","501","3026","39276","1969","0","9221","-38","1040"
"France","6/30/2016","23:00","151","648","2846","39387","2176","0","11001","-38","1039"
"France","6/30/2016","23:30","150","633","1952","39363","2290","0","9909","-38","1047"
"France","7/1/2016","0:00","149","607","1848","39097","2373","0","9167","-39","1052"
"France","7/1/2016","0:30","141","665","1450","38699","2416","0","8646","-49","1050"
"France","7/1/2016","1:00","142","403","1291","38120","2590","0","7935","-1466","1056"
"France","7/1/2016","1:30","142","449","1044","38250","2688","0","7873","-1814","1053"
"France","7/1/2016","2:00","143","385","983","38059","2743","0","7745","-2151","1058"
"France","7/1/2016","2:30","142","450","1044","38339","2867","0","7914","-2151","1061"
"France","7/1/2016","3:00","141","396","1000","37614","2933","0","7584","-1968","1057"
"France","7/1/2016","3:30","140","436","1035","37161","2952","0","7706","-1431","1066"
"France","7/1/2016","4:00","143","378","977","37523","2897","0","7358","-1601","1070"
"France","7/1/2016","4:30","142","430","1021","37980","2806","0","7511","-1599","1063"
"France","7/1/2016","5:00","141","435","1031","38264","2675","0","7494","-1630","1062"
"France","7/1/2016","5:30","141","414","1014","38256","2506","0","7242","-2167","1062"
"France","7/1/2016","6:00","142","431","1019","38465","2361","0","7447","-2179","1066"
"France","7/1/2016","6:30","143","395","1118","38463","2278","19","7513","-2164","1058"
"France","7/1/2016","7:00","146","454","1173","39291","2156","118","7833","-1080","1056"
"France","7/1/2016","7:30","144","419","1270","39193","2089","310","8287","-31","1055"
"France","7/1/2016","8:00","143","518","1259","39466","2018","601","9241","-32","1047"
"France","7/1/2016","8:30","143","622","1499","39435","1950","995","9311","-33","1033"
"France","7/1/2016","9:00","145","630","1498","39511","1924","1415","9741","-31","1041"
"France","7/1/2016","9:30","144","648","1496","39665","1972","1870","10643","-31","1037"
"France","7/1/2016","10:00","143","615","1496","39609","2127","2274","10592","-31","1046"
"France","7/1/2016","10:30","142","619","1489","39764","2294","2590","10688","-30","1033"
"France","7/1/2016","11:00","140","628","1495","39719","2436","2770","10677","-31","1023"
"France","7/1/2016","11:30","139","618","1603","39758","2569","2949","10568","-31","1035"
"France","7/1/2016","12:00","139","616","1614","39721","2699","3167","10543","-31","1034"
"France","7/1/2016","12:30","140","601","1624","39126","2757","3378","11039","-31","1025"
"France","7/1/2016","13:00","140","616","1621","39128","2832","3304","11313","-31","1034"
"France","7/1/2016","13:30","139","614","1577","39103","3025","3436","10051","-31","1034"
"France","7/1/2016","14:00","140","670","1622","39076","3020","3348","9519","-22","1031"
"France","7/1/2016","14:30","141","632","1614","38805","3197","3420","9393","-22","1029"
"France","7/1/2016","15:00","144","618","1615","38659","3351","3316","8499","-22","1039"
"France","7/1/2016","15:30","142","616","1629","38843","3542","3186","8328","-23","1026"
"France","7/1/2016","16:00","143","1","1664","38983","3678","3074","8528","-530","1023"
"France","7/1/2016","16:30","141","2","1645","39298","3730","2934","8535","-899","1015"
"France","7/1/2016","17:00","141","3","1624","39477","3510","2651","8434","-1077","1018"
"France","7/1/2016","17:30","141","13","1625","39963","3478","2209","8901","-1592","1019"
"France","7/1/2016","18:00","141","13","1572","40114","3313","1924","9065","-1434","1022"
"France","7/1/2016","18:30","140","14","1329","40117","3236","1577","9116","-508","1031"
"France","7/1/2016","19:00","141","14","1366","40241","3131","1161","9615","-509","1032"
"France","7/1/2016","19:30","142","15","1701","39972","2961","781","10134","-90","1040"
"France","7/1/2016","20:00","142","15","1705","39810","2872","502","10000","-36","1033"
"France","7/1/2016","20:30","144","15","1710","39983","2765","254","9668","-36","1037"
"France","7/1/2016","21:00","143","15","1712","39833","2881","94","8954","-35","1039"
"France","7/1/2016","21:30","142","16","1475","39911","2950","13","8573","-36","1044"
"France","7/1/2016","22:00","142","15","1460","39925","2948","0","8358","-22","1047"
"France","7/1/2016","22:30","144","15","1370","39914","2921","0","8583","-22","1048"
"France","7/1/2016","23:00","141","16","1446","40197","2917","0","9927","-22","1042"
"France","7/1/2016","23:30","142","17","1384","39771","2996","0","9040","-22","1041"
"France","7/2/2016","0:00","142","17","1388","39307","3073","0","8405","-23","1045"
"France","7/2/2016","0:30","141","17","565","39180","3136","0","8756","-45","1047"
"France","7/2/2016","1:00","142","18","538","37646","3025","0","7868","-473","1052"
"France","7/2/2016","1:30","142","18","537","37932","2942","0","8096","-643","1049"
"France","7/2/2016","2:00","140","19","539","37397","2955","0","7900","-931","1051"
"France","7/2/2016","2:30","140","18","542","37263","2827","0","7567","-1363","1058"
"France","7/2/2016","3:00","140","18","543","36624","2703","0","7402","-1638","1047"
"France","7/2/2016","3:30","139","16","544","36824","2510","0","7669","-1676","1047"
"France","7/2/2016","4:00","140","17","543","36503","2302","0","7733","-2196","1060"
"France","7/2/2016","4:30","139","17","548","35954","2234","0","7450","-2424","1056"
"France","7/2/2016","5:00","139","16","546","36242","2216","0","7108","-2420","1059"
"France","7/2/2016","5:30","139","17","549","35983","2184","0","7107","-2173","1048"
"France","7/2/2016","6:00","140","16","547","35900","2093","0","7056","-2173","1055"
"France","7/2/2016","6:30","139","17","547","37338","1950","8","7092","-2201","1043"
"France","7/2/2016","7:00","138","17","543","37804","1912","91","7133","-2217","1024"
"France","7/2/2016","7:30","139","17","539","38065","1998","268","7337","-2211","1022"
"France","7/2/2016","8:00","141","17","567","38167","1928","479","7420","-1806","1025"
"France","7/2/2016","8:30","141","17","561","37662","1989","818","7674","-1471","1029"
"France","7/2/2016","9:00","142","18","564","38344","2162","1152","7747","-818","1025"
"France","7/2/2016","9:30","139","18","567","38138","2360","1549","8005","-817","1024"
"France","7/2/2016","10:00","139","19","566","37960","2577","1814","8361","-820","1042"
"France","7/2/2016","10:30","139","18","568","38365","2800","2160","8908","-817","1040"
"France","7/2/2016","11:00","139","17","540","38299","3002","2386","8737","-818","1039"
"France","7/2/2016","11:30","139","17","545","38270","3161","2526","8753","-817","1036"
"France","7/2/2016","12:00","139","17","541","38018","3267","2607","8960","-816","1044"
"France","7/2/2016","12:30","139","18","538","38057","3478","2731","8868","-815","1049"
"France","7/2/2016","13:00","139","18","539","38316","3730","2879","8672","-815","1045"
"France","7/2/2016","13:30","139","19","547","37813","3937","2975","8589","-402","1046"
"France","7/2/2016","14:00","139","18","545","37227","4031","3014","8300","-845","1045"
"France","7/2/2016","14:30","139","20","546","37238","4100","3145","8229","-1470","1038"
"France","7/2/2016","15:00","140","20","542","36960","4177","3229","8000","-1632","1042"
"France","7/2/2016","15:30","138","20","541","37037","4104","3154","7958","-1632","1037"
"France","7/2/2016","16:00","137","20","542","36993","4157","3064","7944","-2151","1045"
"France","7/2/2016","16:30","138","20","542","37203","4167","2826","7922","-2149","1042"
"France","7/2/2016","17:00","138","19","543","37146","4130","2661","7881","-2147","1030"
"France","7/2/2016","17:30","138","19","547","36840","4250","2457","7723","-1468","1036"
"France","7/2/2016","18:00","138","20","536","36771","4251","2132","7800","-815","1028"
"France","7/2/2016","18:30","138","19","543","36995","3979","1745","8154","-764","1034"
"France","7/2/2016","19:00","138","19","545","37586","3717","1447","8682","-546","1052"
"France","7/2/2016","19:30","138","18","544","37552","3498","1086","8853","-560","1056"
"France","7/2/2016","20:00","138","18","542","37584","3138","666","8979","-560","1043"
"France","7/2/2016","20:30","138","15","540","37683","2766","352","9362","-530","1042"
"France","7/2/2016","21:00","139","16","545","37546","2346","158","9552","-506","1042"
"France","7/2/2016","21:30","139","17","567","37271","2053","41","9300","-777","1048"
"France","7/2/2016","22:00","142","16","569","37567","1822","0","9331","-767","1046"
"France","7/2/2016","22:30","140","17","571","36732","1688","0","9517","-505","1025"
"France","7/2/2016","23:00","138","16","447","37488","1717","0","11346","-33","1031"
"France","7/2/2016","23:30","139","17","451","37404","1780","0","10787","-34","1043"
"France","7/3/2016","0:00","139","18","525","37598","1820","0","10797","-445","1050"
"France","7/3/2016","0:30","139","18","499","36561","1794","0","9500","-487","1057"
"France","7/3/2016","1:00","139","16","529","35315","1737","0","7734","-794","1064"
"France","7/3/2016","1:30","139","18","539","35277","1705","0","7265","-969","1060"
"France","7/3/2016","2:00","139","18","542","35025","1662","0","7163","-1166","1060"
"France","7/3/2016","2:30","140","17","543","34591","1664","0","6766","-1503","1067"
"France","7/3/2016","3:00","138","18","545","33553","1632","0","6633","-2011","1073"
"France","7/3/2016","3:30","137","17","541","33150","1565","0","6556","-2011","1071"
"France","7/3/2016","4:00","137","17","543","32429","1540","0","6441","-2010","1067"
"France","7/3/2016","4:30","137","16","545","31749","1460","0","6289","-2020","1067"
"France","7/3/2016","5:00","137","16","543","31348","1420","0","6296","-2019","1072"
"France","7/3/2016","5:30","137","17","522","31465","1423","0","6222","-2245","1089"
"France","7/3/2016","6:00","137","18","522","31218","1414","0","6210","-2242","1080"
"France","7/3/2016","6:30","137","18","527","31499","1419","16","6358","-2230","1084"
"France","7/3/2016","7:00","137","19","528","31646","1385","113","6524","-2228","1081"
"France","7/3/2016","7:30","137","18","528","32334","1306","317","6536","-1999","1077"
"France","7/3/2016","8:00","137","16","524","32266","1180","654","6763","-1531","1078"
"France","7/3/2016","8:30","137","16","526","33054","1177","1152","6869","-1042","1077"
"France","7/3/2016","9:00","139","17","529","33612","1202","1683","7092","-1012","1057"
"France","7/3/2016","9:30","139","17","524","33965","1288","2175","7095","-812","1060"
"France","7/3/2016","10:00","139","16","524","34330","1353","2593","7068","-813","1053"
"France","7/3/2016","10:30","139","15","525","34017","1488","2846","7282","-1316","1053"
"France","7/3/2016","11:00","138","15","526","34207","1660","3098","7433","-1281","1067"
"France","7/3/2016","11:30","139","17","525","34429","1741","3369","7549","-766","1069"
"France","7/3/2016","12:00","138","17","527","34438","1905","3509","7961","-764","1067"
"France","7/3/2016","12:30","138","15","527","34291","2056","3698","7857","-763","1067"
"France","7/3/2016","13:00","139","15","526","34612","2276","3857","7779","-764","1065"
"France","7/3/2016","13:30","138","16","528","34532","2339","3921","7385","-1278","1072"
"France","7/3/2016","14:00","139","18","528","33575","2337","3967","7060","-1440","1070"
"France","7/3/2016","14:30","138","18","523","33441","2291","3879","6990","-1821","1066"
"France","7/3/2016","15:00","139","18","525","32605","2262","3826","6908","-1820","1062"
"France","7/3/2016","15:30","138","18","523","33142","2189","3766","6955","-1818","1058"
"France","7/3/2016","16:00","137","18","520","32490","2184","3616","7128","-1816","1064"
"France","7/3/2016","16:30","138","16","523","33225","2041","3352","6995","-1000","1068"
"France","7/3/2016","17:00","137","16","544","32896","1898","3067","7437","-671","1048"
"France","7/3/2016","17:30","137","17","545","34657","1832","2796","7905","-510","1040"
"France","7/3/2016","18:00","138","17","543","36187","1737","2394","7583","-510","1033"
"France","7/3/2016","18:30","138","16","537","36846","1592","1949","7343","-510","1040"
"France","7/3/2016","19:00","138","18","544","37483","1521","1513","7737","-509","1014"
"France","7/3/2016","19:30","138","18","541","37911","1383","1021","8074","-501","1012"
"France","7/3/2016","20:00","138","18","542","38397","1272","636","8177","-532","1014"
"France","7/3/2016","20:30","137","19","536","39085","1167","317","8554","-351","1010"
"France","7/3/2016","21:00","138","19","533","39477","1078","129","8262","-118","1020"
"France","7/3/2016","21:30","137","18","533","39785","966","30","8103","-33","1026"
"France","7/3/2016","22:00","138","17","534","39915","910","5","8267","-33","1020"
"France","7/3/2016","22:30","138","16","541","39690","889","2","8151","-35","1017"
"France","7/3/2016","23:00","139","16","536","40137","924","0","10162","-34","1013"
"France","7/3/2016","23:30","139","15","538","39815","860","0","9338","-45","1034"
"France","7/4/2016","0:00","138","9","539","39726","852","0","8918","-45","1036"
"France","7/4/2016","0:30","138","9","542","39733","854","0","7709","-176","1043"
"France","7/4/2016","1:00","138","6","539","39273","793","0","7126","-793","1049"
"France","7/4/2016","1:30","137","6","515","39830","784","0","7208","-1254","1054"
"France","7/4/2016","2:00","136","6","522","39663","757","0","6907","-1311","1052"
"France","7/4/2016","2:30","135","8","540","40205","765","0","6713","-1600","1050"
"France","7/4/2016","3:00","136","8","555","39909","721","0","6508","-1998","1046"
"France","7/4/2016","3:30","136","6","565","40162","738","0","6317","-2220","1057"
"France","7/4/2016","4:00","137","7","570","39951","738","0","6156","-2220","1056"
"France","7/4/2016","4:30","137","7","586","39895","707","0","6130","-2218","1053"
"France","7/4/2016","5:00","138","39","626","40002","697","0","6122","-2123","1054"
"France","7/4/2016","5:30","140","178","917","40098","653","0","6296","-2124","1044"
"France","7/4/2016","6:00","140","233","1138","40741","623","0","6339","-2112","1040"
"France","7/4/2016","6:30","140","290","1662","41043","601","12","6915","-1100","1028"
"France","7/4/2016","7:00","140","305","1993","41572","583","103","7141","-274","1027"
"France","7/4/2016","7:30","139","297","2356","41853","525","278","7497","-238","1019"
"France","7/4/2016","8:00","140","333","2856","42377","456","584","7999","-205","1011"
"France","7/4/2016","8:30","140","388","3044","42366","408","1033","8477","-53","1037"
"France","7/4/2016","9:00","140","415","3271","42332","378","1543","8903","-75","1037"
"France","7/4/2016","9:30","140","463","3555","42248","359","2045","9964","-75","1014"
"France","7/4/2016","10:00","146","541","3630","42341","350","2480","10551","-22","1011"
"France","7/4/2016","10:30","139","599","3655","42254","312","2891","10247","-22","1006"
"France","7/4/2016","11:00","140","674","3681","42262","282","3175","10423","-23","1001"
"France","7/4/2016","11:30","139","635","3651","42288","263","3412","10267","-22","998"
"France","7/4/2016","12:00","138","660","3620","42301","287","3628","10500","-22","998"
"France","7/4/2016","12:30","139","555","3340","42212","294","3759","9836","-22","984"
"France","7/4/2016","13:00","138","586","3371","42250","325","3899","10069","-33","990"
"France","7/4/2016","13:30","138","599","3386","42225","356","4044","9474","-33","981"
"France","7/4/2016","14:00","140","600","3393","42106","326","4102","9272","-33","966"
"France","7/4/2016","14:30","138","600","3389","42133","324","4066","8891","-33","959"
"France","7/4/2016","15:00","144","566","3343","41931","328","4041","8314","-33","958"
"France","7/4/2016","15:30","138","618","3482","41920","320","4009","8497","-33","959"
"France","7/4/2016","16:00","138","623","3509","41868","301","3872","8139","-34","955"
"France","7/4/2016","16:30","139","654","3612","42099","295","3630","8178","-34","952"
"France","7/4/2016","17:00","138","622","3669","41765","308","3357","8118","-35","957"
"France","7/4/2016","17:30","138","668","3757","41810","331","3013","8515","-34","956"
"France","7/4/2016","18:00","138","638","3715","41904","357","2557","8672","-33","952"
"France","7/4/2016","18:30","138","693","3682","41804","387","2098","8687","-18","957"
"France","7/4/2016","19:00","138","694","3711","42312","409","1554","9482","-20","960"
"France","7/4/2016","19:30","137","694","3775","42249","405","1047","10042","-22","971"
"France","7/4/2016","20:00","138","696","3785","42254","388","606","10006","-22","993"
"France","7/4/2016","20:30","138","695","3712","42247","428","307","9908","-22","1002"
"France","7/4/2016","21:00","137","553","3599","42169","469","130","8852","-57","1007"
"France","7/4/2016","21:30","137","598","3628","42121","503","32","8841","-35","1010"
"France","7/4/2016","22:00","138","625","3643","42163","541","0","8561","-21","1005"
"France","7/4/2016","22:30","138","536","3435","41875","551","0","8334","-21","1017"
"France","7/4/2016","23:00","137","651","3592","42312","619","0","9746","-21","1019"
"France","7/4/2016","23:30","138","534","2807","41604","665","0","8105","-22","1026"
"France","7/5/2016","0:00","138","531","2330","41507","702","0","7852","-23","1032"
"France","7/5/2016","0:30","138","620","1788","41843","696","0","7900","-83","1030"
"France","7/5/2016","1:00","139","416","1471","41217","711","0","7277","-946","1033"
"France","7/5/2016","1:30","137","462","1615","42027","723","0","6918","-1389","1033"
"France","7/5/2016","2:00","137","406","1580","41613","757","0","6944","-1807","1033"
"France","7/5/2016","2:30","137","473","1505","42175","813","0","6954","-1973","1039"
"France","7/5/2016","3:00","138","375","1350","41332","852","0","6694","-2211","1035"
"France","7/5/2016","3:30","137","434","1406","41597","990","0","6696","-2363","1041"
"France","7/5/2016","4:00","137","372","1336","41315","1156","0","6621","-2400","1034"
"France","7/5/2016","4:30","137","380","1392","41458","1344","0","6637","-2395","1041"
"France","7/5/2016","5:00","137","375","1343","41383","1504","0","6550","-2398","1041"
"France","7/5/2016","5:30","138","375","1385","41300","1454","0","6476","-2395","1035"
"France","7/5/2016","6:00","139","367","1324","41150","1466","0","6501","-1886","1033"
"France","7/5/2016","6:30","139","377","1550","41633","1363","12","6950","-1446","1027"
"France","7/5/2016","7:00","139","439","1816","42232","1248","100","7336","-1028","1034"
"France","7/5/2016","7:30","139","581","2290","42195","1176","280","8047","-260","1015"
"France","7/5/2016","8:00","138","670","2561","42518","1147","501","8625","-23","1009"
"France","7/5/2016","8:30","138","642","2634","42327","1162","801","9018","-22","1002"
"France","7/5/2016","9:00","139","669","2828","42459","1222","1167","9757","-22","993"
"France","7/5/2016","9:30","138","631","2874","42402","1370","1565","9699","-55","998"
"France","7/5/2016","10:00","139","635","2889","42399","1514","1935","9838","-68","982"
"France","7/5/2016","10:30","137","636","2846","42414","1693","2261","9947","-21","979"
"France","7/5/2016","11:00","136","643","2760","42350","1852","2609","9974","-21","987"
"France","7/5/2016","11:30","136","619","2821","42271","1891","2802","9292","-27","983"
"France","7/5/2016","12:00","136","667","2651","42378","1935","3031","9697","-22","988"
"France","7/5/2016","12:30","136","570","2634","41980","1948","3178","9799","-22","992"
"France","7/5/2016","13:00","136","586","2633","42122","2057","3348","9725","-22","999"
"France","7/5/2016","13:30","135","617","2327","42236","2133","3469","9047","-22","1000"
"France","7/5/2016","14:00","136","569","2260","42144","2134","3561","8661","-22","1001"
"France","7/5/2016","14:30","135","644","2376","42225","2122","3372","8756","-22","969"
"France","7/5/2016","15:00","136","612","2230","42043","2122","3327","8348","-22","966"
"France","7/5/2016","15:30","137","612","2314","42030","2190","3296","7880","-40","963"
"France","7/5/2016","16:00","137","533","2331","41905","2180","3264","7508","-367","962"
"France","7/5/2016","16:30","136","429","2266","41869","2173","3034","7612","-876","1005"
"France","7/5/2016","17:00","136","384","2218","41642","2174","3018","7351","-873","1003"
"France","7/5/2016","17:30","135","438","2293","41692","2161","2677","7437","-711","1011"
"France","7/5/2016","18:00","134","436","2378","41676","2148","2357","7386","-566","1016"
"France","7/5/2016","18:30","136","391","2297","41330","2074","2037","7500","-75","1015"
"France","7/5/2016","19:00","136","435","2322","41598","2043","1652","7871","-36","1013"
"France","7/5/2016","19:30","135","390","2167","41292","1983","1188","7770","-36","1012"
"France","7/5/2016","20:00","134","388","2166","41372","1824","716","7559","-58","1019"
"France","7/5/2016","20:30","134","478","2330","41842","1650","360","7521","-407","1017"
"France","7/5/2016","21:00","135","448","2269","41508","1623","150","7495","-1051","999"
"France","7/5/2016","21:30","135","471","1481","41592","1652","35","7539","-1213","994"
"France","7/5/2016","22:00","134","475","1405","41678","1750","0","7644","-1166","999"
"France","7/5/2016","22:30","135","415","1390","41416","1784","0","8125","-836","997"
"France","7/5/2016","23:00","135","593","1423","41956","1803","0","9877","-22","996"
"France","7/5/2016","23:30","135","529","1366","41340","1764","0","7906","-51","1002"
"France","7/6/2016","0:00","134","551","856","41394","1727","0","7758","-328","1006"
"France","7/6/2016","0:30","135","570","657","41334","1678","0","7355","-1104","1003"
"France","7/6/2016","1:00","135","458","656","39943","1566","0","7026","-1786","1018"
"France","7/6/2016","1:30","134","442","669","40318","1444","0","6835","-1954","1027"
"France","7/6/2016","2:00","135","390","679","39699","1363","0","6736","-1961","1032"
"France","7/6/2016","2:30","135","401","647","39368","1327","0","6632","-1962","1030"
"France","7/6/2016","3:00","134","456","665","38471","1231","0","6491","-2186","1027"
"France","7/6/2016","3:30","135","482","639","38291","1141","0","6508","-1662","1031"
"France","7/6/2016","4:00","134","462","629","37987","1030","0","6352","-1732","1033"
"France","7/6/2016","4:30","134","463","635","38436","908","0","6365","-2182","1032"
"France","7/6/2016","5:00","134","487","673","38749","808","0","6471","-2179","1042"
"France","7/6/2016","5:30","134","486","658","40193","733","0","6347","-2180","1032"
"France","7/6/2016","6:00","137","474","655","40806","642","0","6259","-1937","1028"
"France","7/6/2016","6:30","134","424","745","41077","627","19","6443","-1931","1027"
"France","7/6/2016","7:00","137","588","988","42161","590","125","6977","-1929","1017"
"France","7/6/2016","7:30","137","582","1228","41546","558","326","7094","-1087","1004"
"France","7/6/2016","8:00","137","630","1184","42216","512","690","7521","-518","999"
"France","7/6/2016","8:30","137","651","1181","42408","479","1204","8246","-39","1004"
"France","7/6/2016","9:00","140","626","1274","42454","438","1775","8883","-39","1001"
"France","7/6/2016","9:30","141","558","1431","42242","430","2333","8804","-39","1001"
"France","7/6/2016","10:00","139","554","2115","42229","432","2868","8387","-39","985"
"France","7/6/2016","10:30","145","580","2327","42277","445","3315","8828","-51","982"
"France","7/6/2016","11:00","139","558","2399","42204","446","3779","8969","-88","982"
"France","7/6/2016","11:30","139","599","2470","42327","474","4031","8977","-55","974"
"France","7/6/2016","12:00","139","627","2438","42299","492","4220","9252","-39","990"
"France","7/6/2016","12:30","142","546","2509","42091","509","4328","8641","-22","987"
"France","7/6/2016","13:00","142","588","2523","42094","498","4520","8829","-22","988"
"France","7/6/2016","13:30","141","618","2191","42172","467","4573","8858","-22","973"
"France","7/6/2016","14:00","141","612","2134","42162","459","4650","8533","-22","969"
"France","7/6/2016","14:30","140","671","2195","42341","443","4577","8703","-22","970"
"France","7/6/2016","15:00","140","629","2052","42246","450","4545","8233","-22","968"
"France","7/6/2016","15:30","139","622","2056","42175","440","4458","8114","-22","910"
"France","7/6/2016","16:00","139","595","2039","41993","453","4274","7617","-22","924"
"France","7/6/2016","16:30","139","543","1825","42026","458","4048","7425","-22","959"
"France","7/6/2016","17:00","139","545","1659","42051","470","3739","7308","-22","969"
"France","7/6/2016","17:30","139","526","1667","41875","467","3450","7640","-22","980"
"France","7/6/2016","18:00","138","625","1771","41858","488","2974","7717","-36","985"
"France","7/6/2016","18:30","139","630","1772","41970","525","2455","7842","-35","988"
"France","7/6/2016","19:00","138","650","1792","42255","535","1931","8359","-35","987"
"France","7/6/2016","19:30","139","476","1786","42111","554","1332","9169","-36","992"
"France","7/6/2016","20:00","139","458","1776","42062","569","763","9105","-36","988"
"France","7/6/2016","20:30","138","472","1781","42108","572","364","9385","-36","990"
"France","7/6/2016","21:00","140","424","1745","41995","599","145","8327","-36","982"
"France","7/6/2016","21:30","139","471","1673","42118","670","33","7912","-37","994"
