"Perimetre","Date","Heures","Fioul","Charbon","Gaz","Nucleaire","Eolien","Solaire","Hydraulique","Pompage","Bioenergies"
"France","1/8/2016","8:00","172","946","5291","57345","1447","0","10248","-56","1067"
"France","1/8/2016","8:30","172","941","5758","57374","1439","2","12750","-5","1054"
"France","1/8/2016","9:00","173","893","5853","57403","1455","54","11977","-5","1040"
"France","1/8/2016","9:30","173","918","5914","57403","1518","204","12153","-6","1035"
"France","1/8/2016","10:00","174","880","6076","57357","1524","394","11462","-6","1040"
"France","1/8/2016","10:30","171","999","6383","57270","1441","620","10869","-6","1022"
"France","1/8/2016","11:00","172","683","6491","57293","1352","908","10653","-5","1018"
"France","1/8/2016","11:30","174","763","6654","57215","1252","1142","10141","-5","1024"
"France","1/8/2016","12:00","173","718","6636","57182","1115","1210","10072","-6","1031"
"France","1/8/2016","12:30","173","714","6625","57016","1126","1214","9398","-5","1034"
"France","1/8/2016","13:00","174","458","6631","57153","1081","1129","9062","-5","1045"
"France","1/8/2016","13:30","173","445","6568","57129","1027","1196","8357","-5","1054"
"France","1/8/2016","14:00","174","442","6536","57027","968","1187","7626","-63","1064"
"France","1/8/2016","14:30","174","505","6523","57219","895","1032","8436","-325","1067"
"France","1/8/2016","15:00","174","440","6435","57080","880","813","7534","-213","1055"
"France","1/8/2016","15:30","173","543","6524","57290","876","598","7824","-214","1056"
"France","1/8/2016","16:00","174","519","6404","57057","925","413","7474","-6","1067"
"France","1/8/2016","16:30","175","558","6598","57182","959","239","8076","-6","1084"
"France","1/8/2016","17:00","175","525","6482","57132","1044","73","8798","-7","1089"
"France","1/8/2016","17:30","174","550","6740","57307","1150","3","11281","-5","1086"
"France","1/8/2016","18:00","172","550","6806","57285","1271","0","13923","-5","1084"
"France","1/8/2016","18:30","170","486","6880","57224","1296","0","13607","-30","1083"
"France","1/8/2016","19:00","171","503","6994","57264","1289","0","14410","-55","1088"
"France","1/8/2016","19:30","173","499","6989","57256","1273","0","13770","-58","1086"
"France","1/8/2016","20:00","171","497","6926","57240","1248","0","12023","-58","1084"
"France","1/8/2016","20:30","161","490","5952","57238","1273","0","9908","-32","1082"
"France","1/8/2016","21:00","160","478","5442","57150","1385","0","8361","-5","1084"
"France","1/8/2016","21:30","160","454","4754","56832","1423","0","7229","-84","1083"
"France","1/8/2016","22:00","162","442","4630","56517","1452","0","7255","-1530","1087"
"France","1/8/2016","22:30","161","519","4513","55523","1433","0","7780","-1523","1091"
"France","1/8/2016","23:00","161","380","4485","55561","1432","0","8789","-7","1089"
"France","1/8/2016","23:30","162","311","4300","55126","1517","0","7887","-43","1091"
"France","1/9/2016","0:00","161","185","4002","55100","1540","0","7779","-42","1090"
"France","1/9/2016","0:30","162","7","2963","54523","1641","0","7273","-61","1096"
"France","1/9/2016","1:00","162","9","2797","53316","1679","0","7108","-1463","1090"
"France","1/9/2016","1:30","161","11","2767","52818","1712","0","6886","-2665","1095"
"France","1/9/2016","2:00","161","11","2572","52317","1807","0","6987","-3084","1100"
"France","1/9/2016","2:30","162","7","2546","51985","1947","0","6761","-3077","1099"
"France","1/9/2016","3:00","162","8","2581","50608","1998","0","6597","-3082","1100"
"France","1/9/2016","3:30","161","6","2530","50528","2015","0","6578","-3072","1100"
"France","1/9/2016","4:00","161","6","2545","49873","2033","0","6537","-3074","1103"
"France","1/9/2016","4:30","161","8","2539","51313","2034","0","6914","-3068","1102"
"France","1/9/2016","5:00","160","7","2547","50838","2076","0","6844","-3081","1088"
"France","1/9/2016","5:30","160","6","2550","50141","2187","0","6675","-3270","1084"
"France","1/9/2016","6:00","160","6","2529","50328","2293","0","6749","-3265","1080"
"France","1/9/2016","6:30","162","6","2549","49957","2309","0","6855","-3026","1080"
"France","1/9/2016","7:00","161","6","2516","49926","2387","0","6930","-3049","1078"
"France","1/9/2016","7:30","161","7","2557","50767","2590","0","7391","-2540","1072"
"France","1/9/2016","8:00","162","7","2580","51282","2768","0","7592","-2542","1073"
"France","1/9/2016","8:30","161","6","2608","51950","2797","0","7814","-1988","1068"
"France","1/9/2016","9:00","163","7","2608","52674","2800","7","7940","-1936","1065"
"France","1/9/2016","9:30","162","7","2611","53766","2914","101","8979","-1936","1065"
"France","1/9/2016","10:00","163","6","2645","54452","2859","276","9148","-1901","1062"
"France","1/9/2016","10:30","163","10","2616","54702","2725","475","9902","-1124","1058"
"France","1/9/2016","11:00","163","14","2647","54567","2677","717","9570","-1123","1061"
"France","1/9/2016","11:30","162","15","2621","54644","2734","923","9725","-24","1067"
"France","1/9/2016","12:00","164","14","2649","54688","2893","1021","9768","-241","1071"
"France","1/9/2016","12:30","163","15","2648","54736","3110","1193","9436","-755","1075"
"France","1/9/2016","13:00","164","14","2657","54814","3366","1187","10053","-756","1078"
"France","1/9/2016","13:30","165","16","2662","54716","3620","1241","9098","-1121","1075"
"France","1/9/2016","14:00","165","17","2658","54286","3809","1187","8009","-1123","1068"
"France","1/9/2016","14:30","166","15","2611","54314","3901","1117","7933","-1121","1074"
"France","1/9/2016","15:00","164","16","2627","53277","3829","1144","7315","-1206","1069"
"France","1/9/2016","15:30","165","17","2611","53206","3901","907","7731","-1780","1075"
"France","1/9/2016","16:00","165","16","2614","52887","4026","653","7592","-1972","1078"
"France","1/9/2016","16:30","166","15","2617","52855","4238","352","7552","-1969","1086"
"France","1/9/2016","17:00","166","14","2574","52906","4607","108","7215","-1529","1087"
"France","1/9/2016","17:30","165","15","2573","53070","5131","5","7772","-1110","1086"
"France","1/9/2016","18:00","165","18","2567","53430","5578","0","9626","-1107","1079"
"France","1/9/2016","18:30","163","19","2551","53231","5945","0","9190","-1015","1079"
"France","1/9/2016","19:00","165","18","2550","53361","6378","0","9555","-629","1084"
"France","1/9/2016","19:30","165","18","2554","52830","6531","0","9770","-695","1083"
"France","1/9/2016","20:00","165","19","2582","52097","6639","0","9664","-1014","1088"
"France","1/9/2016","20:30","164","19","2607","51852","6688","0","8827","-1156","1083"
"France","1/9/2016","21:00","165","19","2551","51610","6905","0","7678","-1152","1083"
"France","1/9/2016","21:30","166","18","2543","51163","6897","0","7417","-1112","1078"
"France","1/9/2016","22:00","171","18","2553","50245","6979","0","7395","-1773","1079"
"France","1/9/2016","22:30","170","19","2544","49364","6708","0","7695","-1718","1083"
"France","1/9/2016","23:00","165","24","2569","50320","6672","0","8597","-678","1081"
"France","1/9/2016","23:30","165","24","2547","48825","6785","0","7535","-1694","1074"
"France","1/10/2016","0:00","164","24","2567","49259","6838","0","7588","-1691","1080"
"France","1/10/2016","0:30","165","23","2536","49320","6631","0","7783","-1682","1081"
"France","1/10/2016","1:00","165","22","2551","47735","6518","0","7548","-2412","1089"
"France","1/10/2016","1:30","165","22","2530","47705","6552","0","7259","-2957","1088"
"France","1/10/2016","2:00","165","25","2519","47038","6444","0","7289","-2951","1077"
"France","1/10/2016","2:30","165","26","2549","46114","6590","0","7269","-2774","1076"
"France","1/10/2016","3:00","166","24","2548","44760","6428","0","6971","-2774","1081"
"France","1/10/2016","3:30","165","25","2547","45650","6229","0","7161","-2952","1073"
"France","1/10/2016","4:00","164","25","2547","44762","6122","0","7083","-3181","1076"
"France","1/10/2016","4:30","165","25","2553","45294","5903","0","7052","-3254","1079"
"France","1/10/2016","5:00","165","24","2547","45246","5628","0","7028","-3250","1070"
"France","1/10/2016","5:30","165","24","2559","45307","5599","0","7015","-3248","1065"
"France","1/10/2016","6:00","165","24","2553","45715","5465","0","6950","-3241","1057"
"France","1/10/2016","6:30","165","25","2549","45489","5515","0","6981","-3236","1065"
"France","1/10/2016","7:00","167","25","2546","45598","5602","0","7069","-3230","1056"
"France","1/10/2016","7:30","167","25","2561","44950","5538","0","7003","-2918","1064"
"France","1/10/2016","8:00","167","25","2560","45692","5454","0","7248","-2944","1063"
"France","1/10/2016","8:30","166","25","2565","46094","5553","7","7576","-2945","1062"
"France","1/10/2016","9:00","166","25","2565","46994","5460","61","7521","-2904","1059"
"France","1/10/2016","9:30","167","25","2574","48081","5363","183","7453","-2890","1064"
"France","1/10/2016","10:00","167","24","2564","48860","5347","339","7612","-2377","1051"
"France","1/10/2016","10:30","167","25","2559","49972","5307","470","7706","-2379","1067"
"France","1/10/2016","11:00","167","25","2560","50354","5191","662","8149","-2375","1064"
"France","1/10/2016","11:30","166","26","2535","50486","5254","790","8484","-1453","1063"
"France","1/10/2016","12:00","166","25","2555","50608","5238","934","8465","-1348","1066"
"France","1/10/2016","12:30","169","26","2560","50426","5334","1053","8564","-501","1071"
"France","1/10/2016","13:00","168","26","2562","51510","5393","1079","8131","-501","1076"
"France","1/10/2016","13:30","167","25","2555","52056","5181","1036","7951","-1745","1075"
"France","1/10/2016","14:00","167","25","2560","51292","5180","983","7569","-2618","1075"
"France","1/10/2016","14:30","168","25","2563","51989","5184","910","7634","-2614","1076"
"France","1/10/2016","15:00","169","25","2539","51412","5026","835","7095","-2614","1077"
"France","1/10/2016","15:30","168","23","2556","51431","4970","650","6932","-2382","1071"
"France","1/10/2016","16:00","167","23","2536","51742","4512","454","6833","-2379","1069"
"France","1/10/2016","16:30","168","22","2554","52374","4344","257","7289","-2377","1074"
"France","1/10/2016","17:00","166","20","2543","52324","4311","68","7612","-2175","1084"
"France","1/10/2016","17:30","165","20","2547","52851","4306","0","7512","-785","1069"
"France","1/10/2016","18:00","165","19","2563","53416","4284","0","8933","-22","1069"
"France","1/10/2016","18:30","165","17","2568","54586","4413","0","9578","-21","1070"
"France","1/10/2016","19:00","165","18","2562","55087","4298","0","10657","-21","1071"
"France","1/10/2016","19:30","165","17","2569","55562","4336","0","9123","-32","1069"
"France","1/10/2016","20:00","163","16","2565","55710","4336","0","8707","-238","1067"
"France","1/10/2016","20:30","164","17","2527","55617","4249","0","8344","-934","1070"
"France","1/10/2016","21:00","165","15","2557","54834","4185","0","8148","-1143","1069"
"France","1/10/2016","21:30","165","14","2566","54327","4098","0","7906","-1127","1065"
"France","1/10/2016","22:00","165","14","2569","53273","4126","0","7524","-1097","1062"
"France","1/10/2016","22:30","166","12","2567","53178","4060","0","7165","-1099","1060"
"France","1/10/2016","23:00","166","12","2557","53777","4097","0","8404","-509","1060"
"France","1/10/2016","23:30","167","10","2550","53056","4258","0","7304","-1334","1064"
"France","1/11/2016","0:00","166","12","2553","53102","4221","0","7427","-2001","1063"
"France","1/11/2016","0:30","167","10","2522","52807","4134","0","7795","-2518","1071"
"France","1/11/2016","1:00","167","2","2545","51991","4232","0","7403","-3239","1074"
"France","1/11/2016","1:30","167","3","2546","52336","4220","0","7423","-3230","1073"
"France","1/11/2016","2:00","166","2","2542","52057","4157","0","7325","-3228","1074"
"France","1/11/2016","2:30","166","0","2534","52305","4139","0","7381","-3218","1072"
"France","1/11/2016","3:00","167","0","2498","51019","3998","0","7176","-3217","1070"
"France","1/11/2016","3:30","166","1","2523","51136","3892","0","7358","-3214","1068"
"France","1/11/2016","4:00","165","0","2506","50251","3964","0","7163","-3210","1067"
"France","1/11/2016","4:30","166","28","2517","50297","4081","0","7101","-2531","1062"
"France","1/11/2016","5:00","166","120","2597","50293","4150","0","7095","-2139","1068"
"France","1/11/2016","5:30","165","137","2798","50104","4618","0","7121","-2611","1061"
"France","1/11/2016","6:00","166","191","2866","50975","5123","0","7369","-2599","1060"
"France","1/11/2016","6:30","168","255","3290","51829","5403","0","7702","-2085","1044"
"France","1/11/2016","7:00","169","277","3784","52957","5551","0","7869","-406","1036"
"France","1/11/2016","7:30","174","465","4618","54953","5773","0","9151","-23","1012"
"France","1/11/2016","8:00","186","577","5382","55600","5854","0","9535","-21","1003"
"France","1/11/2016","8:30","193","710","5692","55722","5902","0","10061","-29","1011"
"France","1/11/2016","9:00","193","717","6034","55780","5975","15","9742","-30","994"
"France","1/11/2016","9:30","192","721","6108","56246","6213","135","10279","-42","992"
"France","1/11/2016","10:00","195","715","5968","56293","6329","378","10325","-258","987"
"France","1/11/2016","10:30","194","781","6002","56240","6554","672","10228","-325","988"
"France","1/11/2016","11:00","194","832","6119","56193","6684","895","10039","-288","991"
"France","1/11/2016","11:30","198","857","6003","56785","6766","1127","10366","-325","993"
"France","1/11/2016","12:00","199","1026","5940","57060","6705","1138","10439","-326","998"
"France","1/11/2016","12:30","196","1165","6296","56631","6909","1286","9347","-325","992"
"France","1/11/2016","13:00","198","1268","6342","56755","7115","1350","8953","-326","980"
"France","1/11/2016","13:30","198","1284","6222","56440","7238","1379","8825","-334","978"
"France","1/11/2016","14:00","196","1293","6222","56362","7390","1430","8397","-562","984"
"France","1/11/2016","14:30","191","1183","5970","56918","7584","1329","8525","-935","996"
"France","1/11/2016","15:00","192","1114","5898","56142","7695","1306","8110","-1076","978"
"France","1/11/2016","15:30","191","1049","5854","56447","7692","990","8116","-1074","974"
"France","1/11/2016","16:00","190","950","5502","56671","7699","691","8187","-837","969"
"France","1/11/2016","16:30","189","942","5347","56711","7833","417","8151","-483","972"
"France","1/11/2016","17:00","190","941","5429","56822","7943","165","8458","-456","973"
"France","1/11/2016","17:30","200","913","5743","56779","7971","8","8488","-260","969"
"France","1/11/2016","18:00","198","940","6127","57387","7923","0","9982","-4","974"
